miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3684	1.250261	0	0.492543	0	0.101223	0.362666	0	0.315165	0.270825	0.288074	0.177445	0.237997	0.055644	0	0	0.232463	0	0.145098	0.355042	0.232316	0	0	0	0.255933	0	0	0.132415	0.338001	0.41745	0.288325	0	0.41763	0.183707	0.20412	0	0	0.124474	0.231518	0.545536	0.282273	0.212759	0.194365	0.192236	0.097906	0.158542	0.127619	0	0	0	0	0.136467	0	0	0	0	0	0	0.215837	0.155744	0.163138	0	0.099964	0	0.20851	0	0	0.154212	0	0.417655	0.180228	0.164895	0.04656	0.148052	0	0.2847	0.466658	0.299163	0	0.166843	0.156538	0.182597	0.241547	0.305994	0	0.22201	0.127307	0.181434	0.107132	0	0	0	0	0.674414	0.116346	0.304722	0.267991	0.277776	0.105143	0.093716	0	0.446233	0	0	0.345933	0.093886	0	0	0.19139	0	0.596676	0.180254	0.322952	0.363139	0.18404	0.340309	0.217003	0.117789	0	0	0	0	0.116816	0.136167	0.181282	0.100458	0
hsa-mir-3685	0.312565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10206	0	0	0	0	0	0	0.042552	0	0	0.097906	0.105695	0.255237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163138	0	0	0	0	0	0	0	0	0	0	0	0.04656	0.148052	0	0	0	0	0	0	0	0	0	0	0	0.22201	0	0	0	0	0	0	0	0	0	0.07618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080738	0	0	0.170154	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3686	0	0	0	0	0	0	0.363213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3687-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3687-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3688-1	0	0	0	0	0	0	0	0	0	0.288074	0	0	0.055644	0	0.196546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208815	0	0.10206	0	0	0	0	0.155867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182659	0	0	0	0.139325	0	0	0	0	0.14962	0	0	0.104414	0.090114	0.082448	0	0.148052	0	0	0	0	0	0	0	0	0.120774	0	0	0	0.127307	0	0	0.098542	0	0	0	0.224805	0	0	0.267991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117789	0	0	0	0	0.116816	0	0	0	0
hsa-mir-3688-2	0.312565	0	0	0	0.101223	0.181333	0	0	0	0.288074	0	0	0	0	0	0	0	0	0.118347	0	0	0	0	0.127967	0	0	0	0	0	0.576649	0	0	0.091853	0	0	0	0	0	0.155867	0	0	0	0.096118	0	0	0	0	0	0	0	0	0	0	0.108784	0	0	0	0	0	0	0	0	0	0	0	0.14962	0	0	0	0	0	0	0.148052	0	0	0	0	0	0	0	0.091299	0	0	0	0	0	0	0	0	0	0	0	0.224805	0	0	0	0	0.105143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363139	0.55212	0	0	0.117789	0	0	0	0	0	0	0	0	0
hsa-mir-3689b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18404	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124474	0	0	0	0	0.194365	0	0.097906	0	0	0	0.140361	0	0	0	0	0	0	0	0.093225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241802	0	0	0	0	0	0	0	0	0	0	0	0.142084	0	0	0	0	0
hsa-mir-3689f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18404	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-369	42.508874	20.656607	0.492543	77.331168	0.40489	9.519983	2.905705	36.559176	0.270825	1.440368	3.903788	2.082477	2.559606	5.280272	10.810052	1.394778	14.255046	0	12.308122	11.964282	16.472818	10.920708	11.296635	16.251775	5.469131	0.147517	8.077293	8.450024	2.087248	3.74822	15.028552	19.002177	4.133405	1.735021	49.154172	7.196792	5.227913	23.846396	31.952828	19.194562	0.808482	0.388731	5.574831	4.503659	5.548965	6.253307	8.449213	7.298785	9.877061	0	11.326742	7.005843	5.211251	1.414196	8.939886	15.754989	2.37457	16.619456	8.098683	5.546696	176.524425	17.993578	4.726752	183.072049	3.262467	15.261204	18.351202	9.193411	1.670621	12.886303	29.433807	7.728883	4.589606	15.66288	8.066508	29.399481	1.346234	10.617755	1.00106	3.60037	16.525059	6.521775	0.305994	5.177659	70.599221	105.792246	31.932454	40.495854	0.689792	2.143144	2.176898	12.670448	1.573633	9.7731	2.437774	124.079686	34.444234	0.736	2.905209	98.797781	4.071875	9.436075	20.524829	18.853366	0.375545	44.930875	4.021252	0	6.045056	17.900285	27.038027	0.484428	370.764578	16.931678	15.14374	16.926231	24.971189	4.67841	10.867882	7.043909	2.131258	32.007633	0.408501	7.61386	7.634802	7.131195
hsa-mir-3690-1	0	0.303774	0	0	0	0	0	0.315165	0	0	0.088722	0.059499	0	0	0	0.232463	0.356376	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158195	0.835261	0	0	0	0	0	0.231518	0	0	0.212759	0	0	0	0.052847	0	0	0.140361	0	0	0	0	0	0.108784	0	0.093225	0	0	0	0.326276	0.417974	0.099964	0	0	0	0.14962	0	1.103209	0	0.090114	0	0.04656	0	0	0.3796	0	3.290794	0	0	0	0.091299	0	0	0	0.22201	0.127307	0	0	0	0.142876	0	0	0.224805	0	0.228541	0.267991	0	0.105143	0	0.598774	0	0	0	0.172967	0.281659	2.837739	0	0	0.241802	0.596676	0.180254	0.080738	0	0.18404	0	0.217003	0.117789	0	0	0	0	0	0.204251	0	0	0.548553
hsa-mir-3690-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3691	0	1.518868	0.246271	2.666592	0.101223	0.543999	0.726426	0.315165	2.979077	2.016515	0.443612	0.832991	0.389505	1.232064	1.179278	0.232463	0	1.596078	0.591737	1.161581	0	0.287387	0.502073	0.255933	1.242984	0	0.264829	1.859005	0.730537	0.576649	0.316391	0	0.367414	0.81648	0	0.591517	0	0.694555	1.091072	0.846819	0.127655	0.777462	0.288353	0.195811	0.105695	0.510474	0.456714	0.421084	0.133474	1.194636	0.272934	0.14906	0	0.326353	0.198664	0.652574	0.365318	1.51086	0.155744	0.652552	1.114598	0.499822	0.196948	0.521276	0.752877	0.448859	0.154212	0	0.626483	0.991254	0.494686	0.558714	0.888311	0.401612	0.949001	1.866634	0	0.70785	0.333687	0.469613	1.186883	1.086963	0.305994	0.575295	0.66603	1.400379	0.725738	0.214264	0.295625	0.428629	0.1979	0.487325	0	0.465386	0.228541	1.071963	0.555552	0.210286	0.187433	0.598774	0.167337	0.224668	0	0.172967	0.281659	0	0.148935	0.76556	0.725407	0.596676	0.901268	0.40369	0.363139	0.36808	0.170154	1.085015	1.413464	0.668344	0.150943	0.771935	0	0.817713	0.204251	0	0.703205	2.194214
hsa-mir-3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374382	0	0	0	0.248597	0	0	0	0.104362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215837	0	0.163138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149582	0	0	0	0	0	0	0	0	0	0	0.107132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172967	0	0	0	0	0	0	0	0.161476	0	0	0	0	0	0	0	0.096492	0	0	0	0	0	0
hsa-mir-370	11.564914	17.61887	1.231356	125.996472	0	16.047972	4.721771	71.542526	1.083301	1.440368	2.306784	3.093966	4.284559	9.50449	10.416959	0.464926	21.382568	0.290196	14.911763	24.509354	13.47776	15.806287	14.309071	8.957671	11.435455	0.147517	4.634512	14.02704	2.922147	3.74822	9.966303	5.220378	12.675774	3.265922	56.67777	7.689722	5.601336	20.836657	34.212906	18.06547	1.829723	1.554923	8.842836	2.937169	8.244177	6.763781	29.22971	5.754812	16.684225	1.493295	6.550405	7.154903	8.395905	3.372314	10.131871	21.721375	3.105207	28.274659	9.18889	3.752177	322.536735	36.986799	3.93896	161.386977	5.270139	19.600174	16.038025	16.915876	2.714759	9.281743	58.455376	11.267408	1.62857	9.076438	11.862512	44.33255	0.448745	29.830836	1.50159	8.296504	8.399478	4.468624	0	5.896778	92.134203	174.156189	17.599137	14.355673	1.773752	2.428897	2.374797	39.960644	0.674414	17.801004	4.113743	216.268482	8.055506	1.156571	7.965896	24.549752	5.410574	23.36552	13.994202	22.139733	1.126636	69.997574	1.489353	0.57417	4.110638	14.916904	15.141295	0.161476	386.37954	32.575076	7.827101	23.653323	46.997662	2.673377	6.792426	11.772012	2.55751	20.209199	0.136167	3.80693	10.64854	3.291321
hsa-mir-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a	0	0	0	0	0	0.272	0.363213	0	0	0	0	0	0	0	0	0	0	6.529412	0	0.116158	0.374382	0	0	0.511867	0.248597	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077934	0	0	0	0	0	0	0	0	0	0	0	0.136467	0	0	0	0	0.093225	0	0	0	0	0	0	0	0.834041	0	0.14962	0	0	0	0	0	0	0	0.401612	0.4745	0	0	0	0.166843	0	0.091299	0	0	0	0.22201	0.127307	0	0.749923	0.197084	0	0	0	0	0	0.07618	0	0	0	0	0	6.805052	0	0	0	0	0.472957	0	0	0	0	0.180254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232463	0	0	0	0	0	0	0	0	0	0	0.132415	0	0	0	0	0	0	0	0	0	0	0	0	0.282273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120774	0	0	0	0	0	0	0	0	0	0	0.224805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-372	0	0.303774	0.492543	0.666648	0.607335	4.714658	14.528527	0.315165	0.812476	0	2.306784	0.118999	0.166931	0	0	0	0.712752	165.55686	0	0.116158	0.374382	0	0.251036	8.829705	4.971937	0.44255	0.264829	0.845002	0.104362	0	0	2.088151	0.091853	0.10206	0	0.591517	0	0	0.311735	0.282273	0.468069	1.166192	0.096118	3.81832	0.211389	0.510474	0.228357	0	0.400421	0.597318	0.955267	2.086847	1.737084	0.217569	1.589313	0.652574	0.547978	0	0.467232	0.326276	0.557299	0.299893	0.393896	9.591474	0	0	0	2.206419	0.208828	1.261596	0.082448	0.279357	0.148052	18.875778	4.080704	7.466535	1.495816	1.011215	1.334747	0.313076	0.273896	0	0	4.746188	0.66603	0.254614	0	25.604521	0.689792	0	0	0.97465	0.224805	3.025007	3.58048	0.267991	0.833328	0.105143	0.093716	1.197549	192.437937	1.572679	0.932947	0.345933	0.093886	0.472957	0	0	6.286858	2.386705	0.721014	0	0	0	0	0.651009	0.235577	0	0.150943	0.096492	0.142084	0	0.408501	0	0.301374	0.548553
hsa-mir-373	0	0.303774	0	0	0	0.090667	0.363213	0	0	0	0	0	0	0	0	0	0	14.8	0	0	0	0	0	0.255933	0.248597	0	0	0	0	0	0	0.208815	0	0	0	0	0	0	0	0	0.042552	0	0	0	0.052847	0	0	0	0	0	0.136467	0	0	0.108784	0	0.18645	0	0	0	0.489414	0	0	0.196948	1.980848	0	0	0	0	0.104414	0.090114	0	0.093119	0.148052	0.64258	0.949001	0.933317	0	0	0	0	0.091299	0	0.305994	1.006767	0	0	0	0.857055	0	0	0	0	0.224805	0.349039	0.380902	0	0.555552	0	0	0	16.064384	0	0	0	0	0	0	0	0.483604	0	0.180254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-374a	258.178895	603.598199	872.292832	473.32008	370.069664	629.860235	748.945592	632.536785	446.319879	1309.0061	776.232745	431.013299	855.075474	538.059764	584.9221	727.14407	1049.171354	857.3843	914.943184	611.572272	1009.334472	898.659282	230.451361	487.425285	974.996874	828.895299	1002.511244	659.608869	562.93073	1243.255727	1051.04946	300.902603	736.756411	617.157195	488.532282	610.741418	413.129631	530.871706	1087.565167	406.755357	560.61876	498.352851	514.230142	1169.286964	659.745574	562.287148	516.315431	287.740581	486.245058	424.394469	648.490111	716.83188	482.909268	646.722872	1015.571097	815.064305	88.04174	444.19273	425.492349	987.47507	311.390758	457.436741	58.099664	655.660659	944.35863	554.64005	558.863484	170.629701	977.522006	974.763212	523.377616	457.447468	460.145043	612.860365	690.872708	585.189662	1145.645172	695.007916	313.832348	540.994669	327.670929	360.509249	327.719818	528.840352	450.680561	839.972614	766.016031	684.787026	794.246659	448.631545	832.168611	119.881931	1565.314976	484.931916	610.890814	1104.657598	525.552344	626.966828	555.738407	331.721033	627.236115	884.070399	363.382772	708.644407	775.407408	586.939115	640.8684	825.082192	635.698087	6455.43933	957.506676	619.987079	932.176955	336.609122	828.141356	430.099873	794.130923	554.224529	418.111567	389.923775	337.307087	636.881812	274.921389	367.278096	331.209787	423.483243
hsa-mir-374b	4.375913	58.62831	60.090189	32.332428	27.532535	46.783918	35.231679	49.79612	48.477705	71.730308	77.188535	22.490755	51.025197	22.705172	78.225469	40.448551	88.024906	45.125489	53.729686	62.376887	61.773067	54.316151	49.705195	56.433329	58.668858	61.661903	36.943685	122.018346	30.891267	86.209059	43.187312	11.484832	40.782926	34.088061	69.718673	50.180368	37.840135	31.023466	87.441642	38.671398	40.126261	42.95475	42.676296	59.135002	74.620374	46.580756	47.269922	37.336095	25.226548	38.527014	76.694327	41.885997	27.793339	53.848246	56.619281	34.586396	6.027754	51.369227	33.640684	69.007427	20.06276	54.58052	6.302336	43.057378	31.118913	36.058336	58.446264	8.825674	56.174625	92.456971	37.431228	39.808406	43.527234	38.072846	51.340953	51.332426	62.525092	43.381114	45.881922	31.151024	61.535304	70.169472	63.952794	49.331586	34.63358	68.236635	80.01257	99.096996	26.901903	70.152258	40.371557	8.771849	126.115425	104.362747	47.308043	51.186221	111.110432	31.647999	53.324646	10.77794	48.862502	49.65173	9.795941	55.176365	55.956268	82.767401	65.084706	86.31688	83.663575	36.397246	97.336899	27.289443	53.018245	35.335676	90.18182	68.138931	40.754865	37.260196	44.226242	29.044062	39.073062	76.164149	27.573839	48.221112	24.612192	76.523203
hsa-mir-374c	0	0	0	0	0	0.272	0.363213	0	0	0	0.088722	0	0.055644	0	0.196546	0	0	0	0.236695	0	0	0	0	0	0	0.147517	0	0.169	0	0	0	0	0	0	0	0.394345	0	0	0	0	0.170207	0	0.480589	0	0.211389	0	0	0	0	0	0	0	0	0	0	0.093225	0	0	0	0	0.278649	0	0	0	0	0	0	0	0	0.45057	0.082448	0.186238	0	0.080322	0	0	0.299163	0.101121	0	0	0	0.241547	0	0	0	0.509229	0	0.107132	0	0	0	0	0	0.581732	0	0	0	0.210286	0.187433	0	0.223116	0	0	0	0	0	0	0	0	0	0	0.080738	0	0	0	0	0	0	0	0	0	0	0.068084	0	0.200916	0
hsa-mir-375	16.565958	0.911321	42.604929	205.994232	5.061128	1.359998	0	6.303306	9.749706	73.746823	58.911709	5.176444	2.559606	27.985444	39.702374	5.811573	37.419495	47.447058	17.752099	2.671636	16.472818	5.747741	3.765545	19.450943	15.164408	2.95033	9.798683	7.774022	7.40973	88.515656	2.056539	6.682084	1.377802	7.450385	11.03461	12.91479	2.489483	182.436504	69.361017	21.735019	25.573577	4.470404	1.73012	3.524603	5.65466	11.740903	1.141786	19.790938	3.470319	13.140997	9.143274	2.534028	2.026598	2.175687	37.547523	172.37263	9.31562	17.05113	85.659148	47.310056	110.484506	40.185658	0.787792	289.829326	10.540277	11.819952	328.933723	11.399829	499.620038	21.176792	18.633167	10.196539	6.366228	10.76321	135.896939	1.866634	98.873412	0.910093	1.167903	1.565378	21.181292	423.794625	524.015116	6.32825	138.53432	39.210604	8.345982	90.526445	7.883342	16.859402	2.374797	73.586063	157.363275	4.072125	29.100922	170.442075	141.665801	0.525714	27.927495	17.963233	13.721662	24.938199	3.265314	31.652899	175.567484	2.837739	1.340417	3.25363	5.077847	19.093637	13.699267	17.923835	221.151447	303.113846	5.104631	12.586172	3.41587	2.172119	22.037649	12.254472	17.334231	2182.94395	4.22118	4.713342	7.534345	18.102263
